River_ID,River_Name,Country,Continent,Population_2015,Population_2060,Waste_Generation_2015_tons,Waste_Generation_2060_tons,Plastic_Waste_2015_tons,Plastic_Waste_2060_tons,Mismanaged_Waste_2015_tons,Mismanaged_Waste_2060_tons,Plastic_to_River_2015_tons,Plastic_to_River_2060_tons,River_Length_km,Basin_Area_km2,Urbanization_2015_pct,Urbanization_2060_pct,GDP_per_capita_2015,GDP_per_capita_2060,Policy_Strength_2015,Policy_Strength_2060,Waste_Collection_Rate_2015,Waste_Collection_Rate_2060,Risk_Score_Change
1755,River_1754,USA,North America,18247052,32812175,27131.02452195893,31293.416870247365,5447.504678567566,10356.181785017068,1835.084912443571,3944.8929370863198,391.37443979715255,488.06488863901575,2485.800319209753,367041.0976922166,43.324819543575316,60.760147918556605,12496.819467445393,29175.971201516786,0.26637984563057837,0.45581993658540454,0.3731006768732133,0.5577208209044764,96.6904488418632
1756,River_1755,Brazil,South America,9767505,14141122,12211.386525695048,14525.881102304009,1228.2049386706249,3957.033550034605,836.4873842374441,1198.1261785882962,288.4693658110199,196.33999458806323,1625.3060712747472,445545.9918325653,66.26081676789642,84.52941759452354,733.2394824664359,1058.438144077252,0.4234944125658091,0.8626311315470504,0.7868743525214688,0.8831594355149557,-92.12937122295665
1757,River_1756,India,Asia,7046831,8714885,6399.550058530814,12253.928834550376,1423.1692666433435,3860.998546600802,571.945304194825,1930.1113702471341,91.91007095474498,359.630014359506,1112.1597564133567,278681.45302763267,28.13200544169635,38.55042357439153,16839.143856221257,32433.707134023396,0.5489697589118196,0.8533018037643214,0.8607194370272149,1.0,267.719943404761
1758,River_1757,Nigeria,Africa,3406999,6131665,4937.987319439459,4365.395608253424,730.5129223579812,1480.5604586593865,263.19618113431767,736.0096860719605,26.407106372284822,153.03704089805095,1261.7710335146712,236041.61457866573,69.75150504520369,75.96252022392265,9744.63752579741,17343.994157245445,0.12392655965721666,0.25819317820695104,0.32573001319013484,0.4359919444350859,126.62993452576612
1759,River_1758,Vietnam,Asia,18025733,25829606,18211.200355783218,33759.24867684305,4313.383985900599,8458.564770932202,1880.3565906780345,2811.8018312809036,220.59068671440602,772.9855098344702,1935.0165831305537,312048.27740944567,43.764904592853455,57.501890552616615,12384.700221730689,19272.02363139622,0.29857274670803435,0.7483646292904564,0.6444356507331321,0.6947912719186643,552.3948231200642
1760,River_1759,Vietnam,Asia,15855378,21213890,19126.906289946844,27587.674157526628,3688.259904485622,9385.213157860346,2393.2811210469804,5128.87151051384,489.37729386075125,809.0792104310342,1076.4567150943906,220693.1743495346,73.352647700652,82.089458194199,20153.77923850342,37652.33771606773,0.24908418573328228,0.560001697277104,0.3368091344718302,0.41385395884858894,319.70191657028295
1761,River_1760,Nigeria,Africa,9720352,15335091,6077.416147639423,14633.353005602017,1582.1808043604353,2887.9163156167924,786.8440598387069,1306.0666295815693,237.1144392501065,303.10882256269514,2171.6444267552138,197036.86207378516,62.39791555783137,78.38053527438514,7856.716188111261,19316.564337832853,0.865219173522062,1.0,0.6725480736808913,0.9019982322957147,65.99438331258864
1762,River_1761,China,Asia,7814344,10401218,7144.27068967266,12761.172682409993,1448.5054010533393,1961.9768281205877,673.0390992826011,878.5329674177325,169.23394337710008,235.460422698649,1026.5593931366502,7266.781233628839,37.09391105326993,44.12900045780475,6630.642924594216,11077.910770852572,0.6766556523211553,0.9063236504404273,0.8188764225447065,0.9437683998921146,66.22647932154894
1763,River_1762,Philippines,Asia,17799179,25371748,20837.83354241846,39701.35994653779,6248.185130151149,13521.664996444837,3669.539995628554,6741.582152805744,1202.73954504126,1790.909517802205,2381.8743839879094,223407.36611564344,44.99065268252762,56.897619618207074,16665.520700686557,36798.7865359188,0.8705443909013292,1.0,0.4543608383260906,0.7501989920016472,588.169972760945
1764,River_1763,Vietnam,Asia,9935409,12472946,12075.570165350257,9724.623346557793,2172.1752967563584,2027.3638456842727,798.2400636156777,875.5837681882615,169.26955720391626,144.9603731214197,529.8643618225142,384165.53453320655,38.88272500704474,49.023497692448224,6677.7720714527595,11784.42893986985,0.463576627238672,0.7754433937704781,0.8772977973873577,1.0,-24.309184082496557
1765,River_1764,China,Asia,175720,241389,97.43396372397531,361.35470742084243,22.85421032048717,111.43285591690423,11.13164121640258,60.25833036104638,4.028676505602365,8.388234361864232,973.2945255626853,254612.1136350127,22.5346097025273,42.47113415699429,9299.940232836441,16852.38735462643,0.7547570781346512,0.9737624785047998,0.341141996488053,0.4230045267334898,4.359557856261866
1766,River_1765,Indonesia,Asia,19770122,29629361,22864.356623988548,21200.519264834602,4463.20489792556,4693.874018106039,3076.6988995736424,1031.9462017496905,582.9983238484629,294.5850885286301,2459.5656488016075,412625.9022558396,24.55989464098456,37.98022006613766,10303.013320426446,23165.17499594692,0.05502423557133329,0.23387573622921415,0.5424365463558406,0.6318484620927973,-288.4132353198328
1767,River_1766,China,Asia,8956315,14997681,10788.059591095667,15601.843286667803,2974.0256566329667,2769.9079829685766,1201.9091481607486,1096.373549457827,142.30794175457555,81.0455174650818,1023.7362607198116,471999.2620705425,74.50482159662002,86.49444447079618,3982.884340512887,5701.658060610467,0.37754605460912727,0.5615757326438399,0.2580829160732645,0.4765272869532638,-61.26242428949375
1768,River_1767,Brazil,South America,14374913,16951778,7612.730514408658,12467.102342381875,1906.23417585703,4077.9407253734244,784.4842016458676,1009.9056036562513,142.68818919572544,213.87623138161624,907.9974486850399,480611.866042312,27.858727786185245,47.71386564310145,805.066440471345,1438.815431102603,0.2518117731806091,0.5783259608306148,0.26758558238675045,0.5365413011690077,71.1880421858908
1769,River_1768,Bangladesh,Asia,16051098,20748544,18482.195024946344,16497.331906158062,4451.034116229345,5025.584666410514,1556.6500266345038,2313.3896842618074,604.6508039111352,227.1886416473429,2277.7919362345788,303417.9266877343,55.45669203990271,61.23553227471572,18833.356820466757,34309.7613601353,0.7211743918351341,1.0,0.566657461360595,0.6825685396801736,-377.46216226379227
1770,River_1769,India,Asia,4169460,5000975,2785.124213629583,5886.504380880042,404.44320932299485,1423.7999622689276,210.78243026066397,441.05322350826634,42.80280300346296,45.23076084413371,1178.0399984476176,496207.5547593642,41.76271405209701,56.562669740750096,16079.414049973622,35735.31400308087,0.7119184372504321,0.816630330839239,0.4164519647525706,0.6840103342220507,2.42795784067075
1771,River_1770,Philippines,Asia,2194737,3150605,1209.558468399948,4034.7051287638155,251.90660953974762,1127.637867496079,103.32265784051059,351.19287950511165,35.17187583427874,80.64813592550418,1470.3351954366058,314443.59441525815,25.642650770066325,43.48522033683513,19362.722308785735,38098.84744418897,0.9185951311009072,1.0,0.6806601702239168,0.971405614636957,45.47626009122544
1772,River_1771,China,Asia,6090537,6764787,7521.005997671783,4106.09260813659,2064.5667615010834,662.149522238749,1158.4405741998094,232.33082485807793,186.51147651491394,63.78981998633822,1878.3023372208124,170879.8425054868,37.0491855714335,53.08936998385059,20995.983683855095,44734.16048959149,0.6399892250357414,0.831159115111201,0.7969627882935306,1.0,-122.72165652857572
1773,River_1772,Nigeria,Africa,7183621,12554694,4482.949090332018,15457.124009832201,1150.049079763964,3033.5595882772973,666.4719397036389,686.2840219244883,166.37173748197884,91.69322737472548,1632.067942528804,444613.4181894769,27.529455087399295,39.28406987448271,10868.248259336071,17616.711058076144,0.4801667655006995,0.9324581566402861,0.8815633536360945,0.9322740754820571,-74.67851010725336
1774,River_1773,DR Congo,Africa,17989989,27534700,26886.25708824873,18997.054006375747,7051.438759188455,6397.934913594061,4688.122635677425,2714.1900530880107,929.4992769401758,569.9146600049196,799.8763882969229,206722.36039089944,46.743499087511566,56.272751733730516,8874.7704362286,10734.09745108289,0.29707886376164794,0.5860010134256513,0.3211051591521525,0.5725013033654028,-359.58461693525624
1775,River_1774,Nigeria,Africa,1107445,1317496,1462.3935898484965,2053.0051735160264,249.32464896414328,424.5419271082518,139.3058136319655,192.89726620765134,18.6308168633395,54.33717231105926,1223.6875806593416,382443.7909306069,41.55906057101417,50.4821102003508,3226.161454102155,5022.7279497198915,0.9934311455262963,1.0,0.7619476310297986,1.0,35.70635544771976
1776,River_1775,Nigeria,Africa,3820946,6261719,4342.182585138,9025.771333722194,856.6548370555597,3108.79640067046,530.0337166280976,1120.8645899508842,113.62944807118171,316.5016704559444,1726.8183077460571,311095.38362829364,65.46983824602864,78.88234566770431,4399.585940600304,7105.243745397608,0.5579448637089698,0.6652119920798366,0.5061454934742595,0.7450962132932437,202.8722223847627
1777,River_1776,Indonesia,Asia,836594,1474548,930.3972212028722,2079.501910762417,126.33367085106525,519.9213812220913,66.65164190189059,185.6856423131178,11.72867746586658,51.28520187167396,258.39425993245993,77839.55845977603,39.23063198790807,58.02718201036396,14323.154072372987,24136.316455853907,0.40267821521743363,0.837789252203659,0.21874570221237324,0.27158046677097064,39.55652440580738
1778,River_1777,Brazil,South America,2054237,2474502,1326.3894039223187,3843.4989837398066,316.6103520602318,1026.5438690124745,135.82417842487502,383.1239097348244,17.22546195055781,114.76015895194845,1899.9593857505051,311105.1252572857,55.26603171367293,67.83074729417052,6806.971978030048,10171.709445814979,0.5495324571892244,0.677612783012405,0.252129559207975,0.4423329599980625,97.53469700139064
1779,River_1778,USA,North America,4093345,7122380,2090.996470368351,5038.330413643083,452.94232695682496,1610.7297689292154,308.80685419591157,876.6121178271662,93.65615962140932,87.77628412709751,227.92261124845774,24710.375560136712,56.72460707752468,62.26743613775505,18611.37893340599,39571.73645342987,0.07961082477667891,0.5422597707913968,0.5653505020377116,0.8414601438721445,-5.879875494311804
1780,River_1779,USA,North America,13726044,17823052,12264.712771784107,20482.919291571365,2727.310317885072,6228.683493249611,1681.8600701055473,2538.071870528788,206.3940437230056,480.82728368850997,1220.0716959698802,108477.9170253738,20.60977231938735,30.34926193209813,6857.463890666647,12533.95786900241,0.7616015692510014,1.0,0.8660978940246729,0.9714262235523466,274.43323996550436
1781,River_1780,DR Congo,Africa,9557713,10622129,4920.426620274056,6684.6487275061745,707.9100852931748,1502.6927033847317,384.49309531977275,893.1487816360981,79.32971896166163,57.08536027114496,527.5053960813293,449028.0650736162,61.96275140886253,78.81576376944093,3542.1210389834196,4872.127575276948,0.112246007544896,0.555113673268706,0.3469773260855231,0.5577652624304535,-22.24435869051667
1782,River_1781,India,Asia,2425128,4261903,1498.314073256878,5856.458935670067,264.9828811053498,1827.8979670720744,159.02017676334324,828.5631477522039,60.70861688066826,61.91924503605796,2006.518864856016,335721.8555174438,38.88324455230415,52.07282742307953,16293.378158622741,35147.30738313134,0.18705972056280495,0.32790512895890345,0.27143912386323465,0.39490628934416006,1.2106281553896991
1783,River_1782,Indonesia,Asia,10337273,15246951,9686.43820927614,22764.71273469776,2358.4587879722417,4351.758067668321,750.6757441732153,2104.7815141479878,265.5502428423618,474.09867927999164,1627.2961975056273,125408.2191682696,49.676210073522356,65.55063553246181,5237.681932224721,9529.99688057854,0.11702827082322131,0.4293158648630766,0.6014761094138235,0.7853225170314793,208.54843643762985
1784,River_1783,USA,North America,3169259,4628325,3109.3596284171927,7387.288455839723,549.6912440484814,2370.0272840847397,354.5165649399009,694.5793555136325,45.53832907957103,204.1403655756968,1093.447317132139,2107.9406830875587,49.94107002973752,64.23057548594927,19514.162062476837,47337.93737868887,0.915170628945463,1.0,0.22248760378163096,0.4504311372392479,158.60203649612578
1785,River_1784,USA,North America,5684625,6999404,7391.823443023513,7119.301614915412,2094.251529911351,1128.316884323503,1300.2628307410246,287.4204075073482,198.90531465946702,48.67117652546323,1019.1953551383589,243599.98075820683,76.40159132186332,91.26242535531692,7612.579855129015,10846.26162037208,0.4200462751309336,0.7007026860380287,0.6209060869296613,0.7374067628146033,-150.23413813400379
1786,River_1785,Indonesia,Asia,8192792,11101460,7755.009174041314,7909.099124322232,2069.8250551068263,2592.9374668734304,1255.366128011421,1123.8683078117865,339.89511743106215,188.33887065366665,616.7994923898767,192518.10864758448,79.39434881744052,86.58139400468974,13795.73986717567,32095.561704839904,0.4530016810206092,0.7952457872498168,0.7794552066877376,0.9663455462138262,-151.5562467773955
1787,River_1786,USA,North America,15228537,17722858,16659.7801434572,26924.06787363066,4830.281254208657,8594.202728115895,3102.84599364698,3960.8375550259816,515.4662867226269,921.5666326631972,2447.041937923872,263440.8238217326,35.64184154461407,49.24390756108903,17419.953727895103,25620.64783186056,0.7191893476094225,1.0,0.6286449364036366,0.7551419188385952,406.10034594057026
1788,River_1787,Nigeria,Africa,11085876,17032505,12041.844224854754,15976.697277296322,1916.8055128271824,3506.068520633656,950.6460873988439,2068.327618753004,312.8285248615015,543.8355875640151,1288.841443813651,263535.6822776097,32.25947968622166,48.07516723073783,10828.808141870586,23446.328736817617,0.4090553813126254,0.5524622561981887,0.32113758145011845,0.5740301009687893,231.00706270251362
1789,River_1788,China,Asia,3553103,5529889,5271.753054751966,6170.318892150187,688.5472395184793,1142.2443497428003,407.9985240710071,228.86408337346631,121.81464069031162,20.09837333797891,2461.7030310114696,82400.63619971949,53.147839698612316,68.18952632705066,20577.65654698945,36978.93024692505,0.9337987579698493,1.0,0.3764419580891339,0.5747007624681264,-101.71626735233271
1790,River_1789,Bangladesh,Asia,7640128,13389307,7037.356992497484,14015.439403881137,862.0533669074067,3893.972776878956,331.3377893265364,899.5595141061276,132.22886021897708,105.61494998501564,395.58025456556965,350045.69692399097,69.30092935531411,75.26209175220932,3082.1360330097823,4059.8696277771764,0.04695930332251119,0.4107418947762247,0.6118192328175549,0.8275208969575382,-26.613910233961434
1791,River_1790,China,Asia,6224325,9228606,8830.742014946674,10019.022560957546,2279.4947333032183,2319.123898942827,1080.6846503712115,1251.3918766380064,142.97236449687674,239.30296622054186,1829.5243460580248,375459.8870931098,55.489611630198524,67.21057889259123,6889.169874735565,16411.753220747214,0.3697879475213254,0.7893847829346637,0.2221659290738454,0.33020823274549765,96.33060172366513
1792,River_1791,Philippines,Asia,7980377,12868998,11661.11661414262,13096.45940924003,2022.9983629974697,4525.543269868949,1231.0595354807597,2311.848846109339,344.6753584555848,408.62415517093325,1398.9496901086652,326390.440295164,42.61036103071354,59.34478249935047,22775.91311802749,44246.0556240466,0.38147562292429316,0.7597115368747329,0.32751518792639,0.6196583499834265,63.948796715348465
1793,River_1792,Vietnam,Asia,7561869,12518741,7535.598724365843,7599.42102222159,1644.7810168539572,2352.871092721027,658.219479341068,506.21645981614256,225.2121622713994,148.86265873082883,237.58085592901077,469080.36685553484,41.55646471856372,60.67805884738503,16396.563438059948,38651.90767343415,0.7858330250514134,0.8970321221796641,0.24580975162753774,0.4272459029071738,-76.34950354057057
1794,River_1793,Bangladesh,Asia,19938534,26805759,12160.143272607538,36275.81819881669,2303.1446546920743,10074.976957725836,1160.652956637993,2718.378451390065,177.47653309857003,774.5722586498396,2229.321908114655,305706.36848960555,20.074655162209098,31.574089774092577,13495.486128015993,24079.579557431865,0.9254494465940414,1.0,0.6584499546219715,0.7869090542851167,597.0957255512695
1795,River_1794,Vietnam,Asia,2463162,3840419,2317.3953120497654,2874.071203189694,472.30283690797273,967.387170566447,242.92994256563918,241.04960278413046,84.35715713067866,25.415359381716318,957.0315909408185,214949.80583648046,40.38195483642524,51.44873089583915,19989.27537572625,29791.350634491588,0.47041855964278134,0.578421985711034,0.5553661435133959,0.633288304624868,-58.941797748962344
1796,River_1795,Vietnam,Asia,4334588,7579836,5949.760177865809,6886.218222105869,888.8796721164755,2279.885429787787,267.29392223861373,1003.6762681677325,100.18206363840831,177.79058406195693,57.26905101910303,110216.84326319268,75.34649563351604,80.60183199621348,10172.104268548435,22649.90053459202,0.8380909936850034,1.0,0.3627386262129968,0.5626648056345365,77.60852042354863
1797,River_1796,DR Congo,Africa,12608081,17191613,17922.81095505943,15237.206576882605,3488.6107540455223,4560.822559964442,1405.9659112293293,1243.7953244707246,141.7388575981867,213.92092571616024,2325.1128063741326,141462.1014132969,22.6027117445036,36.90918097622506,1876.1629032751232,3487.760392325956,0.381529707710748,0.6716992492082232,0.3138482004604661,0.38639867060668004,72.18206811797353
1798,River_1797,Philippines,Asia,15043312,20552516,15424.98649198025,12397.491183661888,2500.3223060460455,4008.2898467992536,1083.7160918856239,1207.5956530577864,285.0835350085427,84.1483138137539,1352.432572543478,152529.23332285197,42.98617339246326,59.85664845752043,16718.1184560459,29757.213008705807,0.5775163130849394,0.9842598152130312,0.7220486216373319,0.8183790492751265,-200.9352211947888
1799,River_1798,China,Asia,17469815,22741901,20613.556372965864,15200.432199619876,5054.04269949385,3992.2405706204413,2021.1442095923599,1843.8273504838144,284.0811778211689,246.06166244501014,1032.2383170451822,388791.4447230946,38.52705839166636,44.26257817304992,4928.147012233539,9809.580464350918,0.015250380505625993,0.43214328941378244,0.8307840548509786,1.0,-38.01951537615878
1800,River_1799,Brazil,South America,19450626,21626538,21803.424577177084,31998.138466147386,5536.114387616836,11081.695354176694,1968.8091081967093,3202.698844911463,515.3953200046265,348.99945615363777,134.6469641401401,201741.84980580912,37.25868404923895,46.21509673412219,23852.73401709409,36017.3982142422,0.12943257118739782,0.2795602743505383,0.7644268514419703,0.9931388700736554,-166.3958638509887
1801,River_1800,Indonesia,Asia,19368045,34542178,16160.865222560822,42486.0313618522,4812.401946319262,8616.380090822458,1764.5480667097836,3606.2421042177257,468.6059431547684,1011.4487025774321,114.75373321943741,204281.48879356997,38.7408895074783,52.30668173074397,728.5936940863937,1547.8120218660245,0.4849897424930242,0.8652654248475129,0.5134643495524321,0.6820125578505787,542.8427594226637
1802,River_1801,China,Asia,1800976,2246949,1292.1799911332603,2605.2847759065035,299.8437185612644,575.6054873628179,152.26197966510134,167.58325562840375,21.434404089633237,18.361370429608616,2295.1139950281354,401107.18066571135,28.414740689732614,34.113145281460646,2783.0318102219826,4401.260848901089,0.811359015752739,1.0,0.32995868428790154,0.47891896065239137,-3.0730336600246204
1803,River_1802,Vietnam,Asia,6400034,9586214,8176.605955576448,12607.052362250477,1700.4780063032558,2857.725053250208,787.322664535676,1066.6575493566688,161.1284638619401,239.7514533494341,357.2673680659828,483759.6062379211,66.73913011829241,76.21157590079402,1542.415447130573,3277.1610374279953,0.7343590449698332,1.0,0.3775938903026155,0.4482751628536714,78.62298948749398
1804,River_1803,Indonesia,Asia,4705290,8452389,5999.809679075664,9638.792615877353,1524.5921961762276,2361.9364476718715,646.9812516138525,719.8816455146125,142.23480596903497,36.40500428920369,483.541981246467,64140.13910803904,77.62052158081426,83.59323893979472,12773.832966437601,30601.41975853778,0.607520218856873,0.9056278500595221,0.7200953708665543,0.8584391937708373,-105.82980167983128
1805,River_1804,DR Congo,Africa,15271807,23712229,20204.494234865157,35741.61546455179,5034.6229311717025,7380.326771588622,2719.7183317884396,1893.5072964099315,367.4834104776209,396.98523302119924,2135.213753731297,34556.814724109834,26.36022392799792,39.844333539438274,5846.190594973835,11665.275675751003,0.21454382525533988,0.36113661497776367,0.5819024875153791,0.8474512720235339,29.501822543578328
1806,River_1805,Brazil,South America,17557743,22586888,24334.656962959798,22068.274407766672,6582.270011530985,5389.8476046936985,2679.9255472913896,1639.0716957427965,724.3848544348454,114.32945917939766,2328.637676741846,136460.2843535693,40.137489070751315,48.637012376869805,573.6950337376741,1204.9404613975835,0.5905529010342235,1.0,0.22870754141568633,0.5108714525990163,-610.0553952554477
1807,River_1806,DR Congo,Africa,11962459,15836407,11373.906402651488,11408.197795723005,1722.6785281180987,2899.8385262622596,586.2349319041215,1241.834153207601,127.26207476588941,72.88519471731004,1114.3973099463508,141288.94804812482,24.01864245146571,33.419190372388684,7705.330531288314,12803.144631000256,0.36647496917532907,0.6383835710906267,0.2643706894071894,0.3156901349759062,-54.376880048579366
1808,River_1807,Philippines,Asia,7110619,12198751,10601.772042859082,11905.318911168046,3070.9544958878096,3597.8349066928945,1128.2193739639722,784.9974773321586,185.41742439852825,192.07929087545014,1597.6573590034163,112953.7724159959,64.51528726828155,71.6351208598546,20635.114149538014,46066.02008938957,0.9725759707060484,1.0,0.8346290960902203,0.96990476202068,6.661866476921887
1809,River_1808,Philippines,Asia,8678619,14192750,4629.863850695926,18377.31459479315,865.6611916855558,4372.598526279037,573.8565340230365,2378.232526897626,67.29048800883909,486.5360937578787,1117.8231033930508,59789.41769239371,71.06308317730486,77.13574927302041,1286.3861840392738,1873.9690610948076,0.30337925660009235,0.4277315675710699,0.6489180213722974,0.8082055274176851,419.2456057490396
1810,River_1809,Indonesia,Asia,18501624,22234114,17350.62101676126,22015.462488383877,3066.349989514672,4264.690143469675,1035.7361650744742,1297.6734467656445,310.90836900314486,88.5413742232926,986.6948810496413,257673.73908554396,77.78910875633801,95.44648378784322,22957.026651883592,52020.66839774741,0.5891145784558274,1.0,0.5956732156744489,0.7351102139349128,-222.36699477985223
1811,River_1810,Indonesia,Asia,11712171,17519337,15336.380775544896,12853.108685731433,1654.0753494550931,3957.648576223459,924.6890361188536,2091.712740284609,363.4055265153918,236.04665114390022,526.0153396013295,171148.29515225088,72.67773793241247,77.88719595173443,758.0403385917673,1123.281080286592,0.375916295733441,0.5968547310594801,0.7774424899424026,0.9998730863540674,-127.35887537149156
1812,River_1811,Bangladesh,Asia,8244041,10391667,10977.907680425744,13878.137287951884,1704.7127044020071,4172.7756849891475,678.4717106245,1961.6509952939443,91.97600810348399,437.56560782203013,634.9973265065377,286662.2077666153,30.347832011112953,46.23733622463224,1991.5495726297665,2818.128526551731,0.18413647987083648,0.3006739142124359,0.721508761312172,1.0,345.58959971854614
1813,River_1812,USA,North America,1026627,1747773,519.4811263101044,1254.6737401962123,110.02821572844081,433.5823432506712,62.08729068330912,151.60409439694,8.930933392108244,13.372833979449316,938.7453456761202,357191.28847465967,21.90915746149464,39.69182133341921,23568.01017440024,55513.538209734834,0.913026909396893,1.0,0.8844546211649271,1.0,4.441900587341072
1814,River_1813,USA,North America,9092008,14458029,6323.927856525597,18414.296775747312,1770.2181595955237,3659.213388343456,617.4520201792077,1954.6405119779918,231.50371307773742,202.7264898956564,1817.3823456249274,295868.81206313346,34.35178718790786,51.706652519622914,12025.716659712205,25379.481755528748,0.3014228300631393,0.7277354700915838,0.38500017100428297,0.5261969818168208,-28.777223182081002
1815,River_1814,Indonesia,Asia,3725760,5535004,3145.5158790952755,4651.5623612488425,336.0017143516781,1373.8190572316282,132.17987215965556,608.1297350538748,49.564505718880184,174.86977408004878,60.80482825176027,159220.44065680183,70.24268176791361,83.28935984818663,20283.963970312743,46842.16910572313,0.4426262199413228,0.686219395151237,0.5188032862353678,0.7320020868914343,125.3052683611686
1816,River_1815,Bangladesh,Asia,10293678,16907281,14452.249732514054,14917.483424345395,4234.479238630602,4095.521222841052,2757.7787434866764,989.341030991769,483.85156660234884,128.86638830305577,791.9142703775575,86758.71714266739,72.09205685148994,83.37123897083319,24096.69020543631,47193.706972290915,0.1383946356448631,0.456756519578446,0.8954816034069695,1.0,-354.98517829929307
1817,River_1816,China,Asia,8128779,10399118,9773.76019255856,11547.543178211621,1299.7279152537506,2046.241881028648,627.8664302502349,991.0744264041084,176.4234326637577,261.3277508859733,1004.671040798077,421977.4272148957,22.221707324643305,32.70877657255798,2288.084935708595,5480.003283243953,0.4753121767578079,0.7017747547748916,0.5447413938059402,0.7279529126026301,84.90431822221558
1818,River_1817,Nigeria,Africa,10762136,17287267,9299.24392103244,18950.962099717086,2286.920014107823,5600.609012653496,1074.4190486157195,2338.069087737463,405.22423735524353,486.3169702973451,1624.3078329321445,392525.52590029466,26.91337377895837,39.75663815368928,24006.07753863906,40093.954688771126,0.29492614642209103,0.6354093326639941,0.3547835971957124,0.5437698863266247,81.09273294210158
1819,River_1818,Brazil,South America,7266003,8013610,6709.067457617179,10314.618855423618,1506.1885690966596,2466.637522132093,633.7689875648086,961.3841516386974,66.24840644988767,65.82371828557754,448.55813763886204,313077.2731499385,33.127952665171044,44.47863645077933,15724.565600442971,35848.076062014676,0.5496565204790627,0.7205071221581447,0.8662176674824951,0.9387214548692173,-0.4246881643101261
1820,River_1819,Bangladesh,Asia,17769906,31007184,19588.36203263507,39151.29099181508,3140.7691519054583,6487.670815690685,1401.7390636447126,2341.1599819928015,253.8293044717055,243.17944235864343,920.9963332055249,320069.02150502586,76.94208482709745,92.49879587899306,19600.2755811666,31319.026731333277,0.10469248272804921,0.32129790091570665,0.48185794793764297,0.7043282845568972,-10.649862113062085
1821,River_1820,DR Congo,Africa,8082490,12535226,8602.542556979042,8404.33070553676,2116.9341553123136,2413.7916276541578,1177.0762941150306,741.4294315163304,452.022953086363,96.69261607088072,422.965844047139,493613.37631257187,64.77477674742607,75.99657998231879,23429.952556773318,30891.28155417506,0.08766121642655778,0.460641623877992,0.3245804338651905,0.6038653126635115,-355.33033701548226
1822,River_1821,India,Asia,19090959,22047104,23911.962610656956,19592.466776115893,6739.819776739592,3288.49764894558,4417.487451886888,661.1475405132979,1133.4979564557798,88.52168014080331,1096.9676964770576,217458.50106172037,59.2161895481412,64.56264639774064,17438.42065218452,21429.33518786509,0.18527376032751341,0.5279704209500514,0.2605062051593726,0.5582321199476714,-1044.9762763149765
1823,River_1822,China,Asia,13560808,16756492,12518.96813180997,18271.656564356315,2505.3842763080625,4628.1151131335955,977.0472954677372,1880.7095923415784,238.9015725573464,192.1706697055974,2471.0693207840914,432916.1330004885,73.25458106134897,88.5381468170924,4417.477251948036,8563.366602413798,0.8214396316273861,0.9369342271028511,0.5470901723013337,0.6961208923000632,-46.73090285174902
1824,River_1823,Nigeria,Africa,5199110,6692503,3230.583466837717,6709.5907883202535,358.8792509324938,1451.0961516145942,199.97900139132307,387.8292581789146,57.90652463975786,113.62903146783256,2167.289802779875,179060.59243691087,45.28977700656231,56.57958751077622,21567.57181438746,53745.853954057224,0.8258956818095743,1.0,0.26815622854241833,0.5567772657073105,55.7225068280747
1825,River_1824,Vietnam,Asia,2981075,3866000,2778.502469456669,4501.813642513487,534.7985524728629,1438.2914798841982,166.23004737083463,408.0003841397151,60.59284076045739,26.428238925713924,606.1213438415552,176273.91485786662,65.04443364870146,78.44714409120418,23887.81521811811,35741.845390497525,0.8721204049887294,1.0,0.3718487813885921,0.5464425809134298,-34.164601834743465
1826,River_1825,China,Asia,3931110,6852803,2509.718707190911,6468.293943189075,278.8586080301773,1496.6468343233378,110.13832273031538,641.5697628357914,36.898205605816294,110.08791438495307,867.3752644987414,77125.62656895288,21.609809049506218,36.77805421873059,1248.3719465195225,2992.460154962923,0.594230025148418,0.8355481518092704,0.22933951325043558,0.382711151448036,73.18970877913677
1827,River_1826,Indonesia,Asia,581199,657234,853.2040005806259,997.6933974927722,106.92003402708363,172.14025624706872,55.13132685383397,86.55562111048538,11.834047564027626,7.278941773993547,1300.8624420143187,169445.50197326727,41.10631733307948,55.781100385685214,22197.398431122845,42755.94629052067,0.6876025108296356,1.0,0.585802334789851,0.7134918711856335,-4.555105790034079
1828,River_1827,USA,North America,12100928,14583855,12758.655847628013,22665.442795133,3517.031395125556,3884.2210636434756,1135.2853072961923,2134.411772194763,322.31263211893645,269.10719176624275,1426.3319648250938,111612.62720958504,76.8171085104552,94.22507398743106,24074.83141154646,34744.178818462635,0.8436704262745807,1.0,0.4274943964831433,0.5974102352420361,-53.2054403526937
1829,River_1828,China,Asia,15561412,24649541,13381.50020045439,39436.79286409638,2263.4618115894696,12333.618639024766,1389.201814633798,6033.244310997268,417.9148153692197,465.5634309444374,2487.642062235005,81360.36544892383,55.76804107240426,64.50525815805338,4635.049192760634,8933.153405139015,0.8363441651217336,1.0,0.25401822554223097,0.459957953769345,47.64861557521772
